user, technique, session, index, phrase, rate, error, undo
wyh, dwell, 5, 3, sing the gospel and the blues, 9.27894838585, 0.0, No
wyh, dwell, 5, 4, experience is hard to come by, 10.1233786776, 0.0, No
wyh, dwell, 5, 5, do you like to go camping, 10.2450268932, 0.0, No
wyh, dwell, 5, 6, the capital of our nation, 9.03776494638, 0.0, No
wyh, dwell, 5, 7, superman never wore a mask, 10.4434510859, 0.0, No
wyh, dwell, 5, 8, medieval times were very hard, 10.0982900229, 0.0, No
wyh, dwell, 6, 1, there will be some fog tonight, 10.5049373205, 0.0, No
wyh, dwell, 6, 2, the quick brown fox jumped, 10.9393776157, 0.0, No
wyh, dwell, 6, 3, what to do when the oil runs dry, 9.09090909091, 0.0, No
wyh, dwell, 6, 4, space is a high priority, 8.13063215665, 0.0, No
wyh, dwell, 6, 5, please try to be home before midnight, 7.14834742506, 0.0, No
wyh, dwell, 6, 6, the back yard of our house, 9.92438563327, 0.0, No
wyh, dwell, 6, 7, with each step forward, 10.5088495575, 0.0, No
wyh, dwell, 6, 8, constructions makes traveling difficult, 11.0364560713, 0.025641025641, Yes
ytl, dwell, 1, 1, elections bring out the best, 9.80448895803, 0.0, No
ytl, dwell, 1, 2, our silver anniversary is coming, 9.26339470332, 0.0, No
ytl, dwell, 1, 3, we better inverstgate this, 6.89755136926, 0.0769230769231, No
ytl, dwell, 1, 4, express delivery is very fast, 12.3290373488, 0.0, No
ytl, dwell, 1, 5, shall we play a round of cards, 10.1184348749, 0.0, No
ytl, dwell, 1, 6, most judges are very honest, 10.0311109819, 0.0, No
ytl, dwell, 1, 7, if you come home late the doors are locked, 9.50510549968, 0.0, No
ytl, dwell, 1, 8, would you like to come to my house, 10.0956594896, 0.0, No
ytl, dwell, 2, 1, win first prize in the contest, 9.48745600192, 0.0, No
ytl, dwell, 2, 2, stiff penalty for staying out late, 8.22356761049, 0.0, No
ytl, dwell, 2, 3, if at first you do not succeed, 12.2533898918, 0.0, No
ytl, dwell, 2, 4, the location of the crime, 12.5575554625, 0.0, Yes
ytl, dwell, 2, 5, bank transaction was not registered, 11.1551586611, 0.0, No
ytl, dwell, 2, 6, the fourth edition was better, 12.7291782467, 0.0, Yes
ytl, dwell, 2, 7, he cooled off after she left, 11.5430459422, 0.0, No
ytl, dwell, 2, 8, the winner of the race, 11.0863037955, 0.0, No
ytl, dwell, 3, 1, reading week is just about here, 11.8050353016, 0.0, No
ytl, dwell, 3, 2, stability of the nation, 12.3316599956, 0.0, Yes
ytl, dwell, 3, 3, machinery is too complicated, 11.6522955022, 0.0, No
ytl, dwell, 3, 4, the back yard of our house, 11.3350125945, 0.0, No
ytl, dwell, 3, 5, the kids are vert excited, 12.0834332294, 0.04, No
ytl, dwell, 3, 6, the objective of the exercise, 11.4324911398, 0.0, No
ytl, dwell, 3, 7, sit at the front of the bus, 9.56610864366, 0.0, No
ytl, dwell, 3, 8, the cream rises to the top, 10.7825938128, 0.0, Yes
ytl, dwell, 4, 1, do not lie in court of else, 10.3008502289, 0.037037037037, No
ytl, dwell, 4, 2, get rid of that immediately, 8.89519143999, 0.0, No
ytl, dwell, 4, 3, the library is closed today, 10.2988917497, 0.0, No
ytl, dwell, 4, 4, the second largest country, 12.7541589649, 0.0, Yes
ytl, dwell, 4, 5, protect your environment, 11.5698133053, 0.0, No
ytl, dwell, 4, 6, destruction of the rain forest, 12.80893341, 0.0, No
ytl, dwell, 4, 7, frequently asked questions, 13.2286068623, 0.0, Yes
ytl, dwell, 4, 8, the capital of our nation, 11.875029452, 0.0, No
ytl, dwell, 5, 1, a subject one can really enjoy, 10.3669914991, 0.0, Yes
ytl, dwell, 5, 2, you are a wonderful example, 11.0369096653, 0.0, No
ytl, dwell, 5, 3, we went grocery shopping, 11.9188383862, 0.0, No
ytl, dwell, 5, 4, for your information only, 10.3241953776, 0.0, No
ytl, dwell, 5, 5, is there any indication of this, 10.6299615005, 0.0, No
ytl, dwell, 5, 6, do you like to go camping, 11.1513799833, 0.0, No
ytl, dwell, 5, 7, we accept personal checks, 10.7008228284, 0.0, No
ytl, dwell, 5, 8, travel at the speed of light, 11.665750877, 0.0, No
ytl, dwell, 6, 1, this equation is too complicated, 11.9208117505, 0.0, Yes
ytl, dwell, 6, 2, prevailing wind from the east, 12.6984126984, 0.0, No
ytl, dwell, 6, 3, my bare face in the wind, 12.1070518267, 0.0, No
ytl, dwell, 6, 4, yes you are very smart, 12.8121478142, 0.0, No
ytl, dwell, 6, 5, my bike has a flat tire, 11.6952731604, 0.0, Yes
ytl, dwell, 6, 6, jumping right ouy of the water, 13.2100396301, 0.0333333333333, No
ytl, dwell, 6, 7, fall is my favorite season, 12.2613905532, 0.0, Yes
ytl, dwell, 6, 8, win first prize in the contest, 12.9836406128, 0.0, No
yxj, dwell, 1, 1, presidents drive expensive cars, 5.5914264794, 0.0, No
yxj, dwell, 1, 2, would you like to come to my house, 7.28410715731, 0.0, No
yxj, dwell, 1, 3, parking tickets can be challenged, 9.25435925529, 0.0, No
yxj, dwell, 1, 4, the world is a stage, 9.24201071496, 0.0, No
yxj, dwell, 1, 5, electric cars need big fuel cells, 6.95686742198, 0.0, No
yxj, dwell, 1, 6, universally understood to be wrong, 10.5080342679, 0.0, No
yxj, dwell, 1, 7, nothing wrong with his style, 8.63286062426, 0.0, No
yxj, dwell, 1, 8, saving that child was an heroic effort, 8.36532051813, 0.0, No
yxj, dwell, 2, 1, you want to eat your cake, 9.28868058163, 0.0, No
yxj, dwell, 2, 2, the objective of the exercise, 10.355611706, 0.0, No
yxj, dwell, 2, 3, he is still on our team, 9.89332612708, 0.0, No
yxj, dwell, 2, 4, where did you get that tie, 9.0413642414, 0.0, No
yxj, dwell, 2, 5, are you sure you want this, 9.1184750436, 0.0, No
yxj, dwell, 2, 6, just in time for the party, 9.35353002966, 0.0, No
yxj, dwell, 2, 7, bank transaction was not registered, 10.0831042951, 0.0, No
yxj, dwell, 2, 8, what goes up must come down, 7.73490375319, 0.0, No
yxj, dwell, 3, 1, good jobs for those with education, 9.94399359927, 0.0, No
yxj, dwell, 3, 2, can we play cards tonight, 10.4214052355, 0.0, No
yxj, dwell, 3, 3, for your information only, 10.9771309771, 0.0, No
yxj, dwell, 3, 4, we went grocery shopping, 6.92212608158, 0.0, No
yxj, dwell, 3, 5, the registration period is over, 10.641093011, 0.0, No
yxj, dwell, 3, 6, he cooled off after she left, 7.1560061189, 0.0, No
yxj, dwell, 3, 7, the protesters blocked all traffic, 10.3382918844, 0.0, No
yxj, dwell, 3, 8, travel at the speed of light, 9.84905256397, 0.0, No
yxj, dwell, 4, 1, the location of the crime, 8.88575458392, 0.0, No
yxj, dwell, 4, 2, the living is easy, 7.86438308284, 0.0, No
yxj, dwell, 4, 3, she wears too much makeup, 10.861132661, 0.0, No
yxj, dwell, 4, 4, breathinf is difficult, 12.517602879, 0.0454545454545, No
yxj, dwell, 4, 5, rapidly running short on words, 8.22329406183, 0.0, No
yxj, dwell, 4, 6, a little encouragement is needed, 10.7654352632, 0.0, No
yxj, dwell, 4, 7, do not lie in court or else, 8.50374569751, 0.0, No
yxj, dwell, 4, 8, there will be some fog tonight, 10.7246273192, 0.0, No
yxj, dwell, 5, 1, valid until the end of the year, 10.7315328206, 0.0, No
yxj, dwell, 5, 2, our silver anniversary is coming, 12.7456186936, 0.0, No
yxj, dwell, 5, 3, employee recruitment takes a lot of effort, 8.96674830836, 0.0, No
yxj, dwell, 5, 4, life is but a dream, 8.07863201831, 0.0, No
yxj, dwell, 5, 5, prevailing wind from the east, 9.48526621981, 0.0, No
yxj, dwell, 5, 6, this library has many books, 11.0545920615, 0.0, No
yxj, dwell, 5, 7, yes you are very smart, 12.164902005, 0.0, No
yxj, dwell, 5, 8, superman never wore a mask, 10.8450067781, 0.0, No
yxj, dwell, 6, 1, every apple from every tree, 11.5577889447, 0.0, No
yxj, dwell, 6, 2, shall we play a round of cards, 6.9603886217, 0.0, No
yxj, dwell, 6, 3, do not say anything, 11.6138398258, 0.0, No
yxj, dwell, 6, 4, you will loose your voice, 12.1662723893, 0.0, No
yxj, dwell, 6, 5, rent is paid at the beginning of the month, 9.37866354045, 0.0, No
yxj, dwell, 6, 6, this system of taxation, 12.103484795, 0.0, No
yxj, dwell, 6, 7, a quarter of a century, 10.6445890006, 0.0, No
yxj, dwell, 6, 8, you must make an appointment, 11.5347644986, 0.0, No
zpj, baseline, 1, 1, please try to be home before midnight, 10.387974077, 0.0, No
zpj, baseline, 1, 2, sit at the front of the bus, 11.1171892922, 0.0, No
zpj, baseline, 1, 3, it is difficult to concentrate, 11.7953506659, 0.0, No
zpj, baseline, 1, 4, all together in one big pile, 13.3833106237, 0.0, No
zpj, baseline, 1, 5, you want to eat your cake, 11.1278544106, 0.0, No
zpj, baseline, 1, 6, they watched the entire movie, 12.4794608873, 0.0, No
zpj, baseline, 1, 7, always cover all the bases, 13.384505407, 0.0, No
zpj, baseline, 1, 8, you must make an appointment, 11.5980315563, 0.0, No
zpj, baseline, 2, 1, universities are too expensive, 12.3297992983, 0.0, No
zpj, baseline, 2, 2, the union will go on strike, 11.0760091125, 0.0, No
zpj, baseline, 2, 3, file all complaints in writing, 12.4815976445, 0.0, No
zpj, baseline, 2, 4, that land is owned by the government, 12.8128926173, 0.0, No
zpj, baseline, 2, 5, the world is a stage, 13.3205677892, 0.0, No
zpj, baseline, 2, 6, you have my sympathy, 12.1544327931, 0.0, No
zpj, baseline, 2, 7, the first time he tried to swim, 13.6205761504, 0.0, No
zpj, baseline, 2, 8, lie detector tests never work, 14.3002869591, 0.0, No
zpj, baseline, 3, 1, elephants are afraid of mice, 8.49763069533, 0.0, No
zpj, baseline, 3, 2, quit while you are ahead, 13.7262864104, 0.0, No
zpj, baseline, 3, 3, the opposing team is over there, 12.7963251579, 0.0, No
zpj, baseline, 3, 4, public transit is much faster, 14.5400967401, 0.0, Yes
zpj, baseline, 3, 5, gas bills are sent monthly, 15.0451354062, 0.0, No
zpj, baseline, 3, 6, my bike has a flat tire, 13.4690212511, 0.0, No
zpj, baseline, 3, 7, elections bring out the best, 12.3325682573, 0.0, No
zpj, baseline, 3, 8, be home before midnight, 15.2655247206, 0.0, No
zpj, baseline, 4, 1, bank transaction was not registered, 7.64199316329, 0.0, No
zpj, baseline, 4, 2, valid until the end of the year, 15.4499011206, 0.0, No
zpj, baseline, 4, 3, with each step forward, 11.3181696335, 0.0, No
zpj, baseline, 4, 4, a fox is a very smart animal, 10.5794662178, 0.0, No
zpj, baseline, 4, 5, you are a wonderful example, 15.5117180914, 0.0, No
zpj, baseline, 4, 6, rain rain go away, 14.4740242957, 0.0, Yes
zpj, baseline, 4, 7, traveling requires a lot of fuel, 14.6500271297, 0.0, No
zpj, baseline, 4, 8, interactions between men and women, 17.0438405454, 0.0, No
zpj, baseline, 5, 1, the protesters blocked all traffic, 14.1320562142, 0.0, No
zpj, baseline, 5, 2, are you sure you want this, 16.218303514, 0.0, No
zpj, baseline, 5, 3, hands on experience with a job, 14.3000143, 0.0, No
zpj, baseline, 5, 4, win first prize in the contest, 14.2680490821, 0.0, Yes
zpj, baseline, 5, 5, a much higher risk of getting cancer, 14.8717313174, 0.0, No
zpj, baseline, 5, 6, an airport is a very busy place, 15.2423534194, 0.0, No
zpj, baseline, 5, 7, the children are playing, 12.3759944996, 0.0, No
zpj, baseline, 5, 8, we missed your birthday, 19.149445464, 0.0, No
zpj, baseline, 6, 1, be persistent to win a strike, 12.0050020842, 0.0, No
zpj, baseline, 6, 2, yes you are very smart, 18.1482103848, 0.0, No
zpj, baseline, 6, 3, the minimum amount of time, 18.7380225708, 0.0, No
zpj, baseline, 6, 4, the second largest country, 19.772189985, 0.0, No
zpj, baseline, 6, 5, important news always seems to be late, 15.9309658148, 0.0, No
zpj, baseline, 6, 6, most judges are very honest, 13.4699853587, 0.0, No
zpj, baseline, 6, 7, parking tickets can be challenged, 13.7288937983, 0.0, No
zpj, baseline, 6, 8, travel at the speed of light, 18.0770238407, 0.0, No
zx, baseline, 1, 1, the facts get in the way, 5.16477442621, 0.0, No
zx, baseline, 1, 2, employee recruitment takes a lot of effort, 8.23137793648, 0.0, No
zx, baseline, 1, 3, our silver anniversary is coming, 11.211809773, 0.0, No
zx, baseline, 1, 4, a dog is the best friend of a man, 7.45491639311, 0.0, No
zx, baseline, 1, 5, a fox is a very smart animal, 9.02891304199, 0.0, No
zx, baseline, 1, 6, fish are jumping, 11.8402413154, 0.0, No
zx, baseline, 1, 7, the registration period is over, 9.49261392602, 0.0, No
zx, baseline, 1, 8, interactions between men and women, 10.1765346073, 0.0, No
zx, baseline, 2, 1, take a coffee break, 8.51509211378, 0.0, No
zx, baseline, 2, 2, elections bring out the best, 11.5120796892, 0.0, No
zx, baseline, 2, 3, lie detector tests never work, 10.645281479, 0.0, No
zx, baseline, 2, 4, a problem with the engine, 10.3137086377, 0.0, No
zx, baseline, 2, 5, the bathroom is good for reading, 10.1361814752, 0.0, No
zx, baseline, 2, 6, please take a bath this month, 10.1951233327, 0.0, No
zx, baseline, 2, 7, the children are playing, 10.0075453715, 0.0, No
zx, baseline, 2, 8, valid until the end of the year, 8.44375893631, 0.0, No
zx, baseline, 3, 1, he underwent triple bypass surgery, 12.2845930729, 0.0, No
zx, baseline, 3, 2, popularity is desired by all, 13.1663161745, 0.0, No
zx, baseline, 3, 3, the king sends you to the tower, 11.7767135118, 0.0, No
zx, baseline, 3, 4, sad to hear that news, 10.7538218239, 0.0, No
zx, baseline, 3, 5, the power of denial, 12.3575979919, 0.0, No
zx, baseline, 3, 6, are you sure you want this, 12.0315111005, 0.0, No
zx, baseline, 3, 7, beautiful paintings in the gallery, 9.37719778073, 0.0, No
zx, baseline, 3, 8, historic meeting without a result, 12.4033218092, 0.0, No
zx, baseline, 4, 1, a correction has to be published, 12.6641651032, 0.03125, No
zx, baseline, 4, 2, the union will go on strike, 12.1844279319, 0.0, No
zx, baseline, 4, 3, never mix religion and politics, 13.6685791428, 0.0, No
zx, baseline, 4, 4, traveling requires a lot of fuel, 13.1445494746, 0.0, No
zx, baseline, 4, 5, a yard is almost as a meter, 11.4073604635, 0.0, No
zx, baseline, 4, 6, universally understood to be wronf, 10.6082036775, 0.0294117647059, No
zx, baseline, 4, 7, a quarter of a century, 12.7051349921, 0.0, No
zx, baseline, 4, 8, protect your environment, 12.4852210925, 0.0, No
zx, baseline, 5, 1, just what the doctor ordered, 14.0803754767, 0.0, No
zx, baseline, 5, 2, a very traditional way to dress, 14.8444190694, 0.0, No
zx, baseline, 5, 3, would you like to come to my house, 9.54653937947, 0.0, No
zx, baseline, 5, 4, come and see our new car, 12.6575251207, 0.0, No
zx, baseline, 5, 5, take it to the recycling depot, 12.5072959226, 0.0, No
zx, baseline, 5, 6, we have enough witnesses, 16.531094201, 0.0, No
zx, baseline, 5, 7, where can my little dog be, 12.8748786594, 0.0, No
zx, baseline, 5, 8, never too rich and never too thin, 12.0886501007, 0.0, No
zx, baseline, 6, 1, just in time for the party, 14.6622447198, 0.0, No
zx, baseline, 6, 2, the sum of the parts, 10.5995362703, 0.0, No
zx, baseline, 6, 3, time to go shopping, 15.7068062827, 0.0, No
zx, baseline, 6, 4, my bare face in the wind, 12.4413401724, 0.0, No
zx, baseline, 6, 5, we missed your birthday, 16.9228599633, 0.0, No
zx, baseline, 6, 6, the trains are always late, 14.9043075707, 0.0, No
zx, baseline, 6, 7, very reluctant to enter, 11.6425730086, 0.0, No
zx, baseline, 6, 8, we went grocery shopping, 15.2542372881, 0.0, No
